university,count,lat,lng,place_id,formatted_address
Old Dominion University,3,36.8853217,-76.3058786,ChIJRTm6JK2ZuokRrEtOLEPcK80,"5115 Hampton Blvd, Norfolk, VA 23529, USA"
Oregon State University,2,44.5618097,-123.2822671,ChIJQ7tQ6rlAwFQRn7T3Adzx_6Y,"1500 SW Jefferson Way, Corvallis, OR 97331, USA"
Otterbein University,1,40.1268746,-82.9371852,ChIJMVjn7Q_1OIgRAq0U2aBnM7E,"1 S Grove St, Westerville, OH 43081, USA"
Our Lady of the Lake University,1,29.4262763,-98.5434121,ChIJxVszOcxeXIYRyCRk93Ag7bc,"411 SW 24th St, San Antonio, TX 78207, USA"
Pace University,3,40.7112562,-74.0051758,ChIJR7SnMP5YwokRHx_9pfBVCoo,"One Pace Plaza, New York, NY 10038, USA"
Pace University School of Law,1,41.0395657,-73.76580969999999,ChIJtTlsQTSUwokRdMEfmmvzpTQ,"78 N Broadway, White Plains, NY 10603, USA"
Penn State University,1,40.7982133,-77.8599084,ChIJkQJdfySmzokRaYLkVpuOPq0,"201 Old Main, University Park, PA 16802, USA"
Pepperdine University,1,34.0415037,-118.709596,ChIJp1Mqvq8f6IARk9BdNpkiaO4,"24255 Pacific Coast Hwy, Malibu, CA 90263, USA"
Peru State College,1,40.4747647,-95.7321485,ChIJPaB7ae93lIcR2gDSE2_k7TA,"600 Hoyt St, Peru, NE 68421, USA"
PhD Capella University,1,44.976168,-93.26858089999999,ChIJC8ureJkys1IRbSZTl261_XY,"225 South 6th St, Minneapolis, MN 55402, USA"
Phoenix University,1,33.4113576,-112.0128352,ChIJLXqzSDgPK4cRpGaQ4KXbIrU,"4025 S Riverpoint Pkwy, Phoenix, AZ 85040, USA"
Portland State University,1,45.5111153,-122.6833385,ChIJkbAL-LGglVQRlTfmyWPTDjY,"1825 SW Broadway, Portland, OR 97201, USA"
Post University,2,41.5356957,-73.0815739,ChIJNU5yo-TB54kRVwi-iJaiGvA,"800 Country Club Rd, Waterbury, CT 06708, USA"
Purdue University,7,40.4237054,-86.92119459999999,ChIJBwU-Qjf9EogRjnwai8-yzI4,"610 Purdue Mall, West Lafayette, IN 47907, USA"
Purdue University Northwest,1,41.58084179999999,-87.4723763,ChIJMbkEUhHeEYgRN2kVcuCgh3s,"2200 169th St, Hammond, IN 46323, USA"
Quinnipiac University School of Law,1,41.4140733,-72.8336345,ChIJVQxXEf7P54kRA5g686NmlGU,"370 Bassett Rd, North Haven, CT 06473, USA"
Radford University,1,37.1382597,-80.5506161,ChIJP8lryYbuTYgRpXZ65EIKWQI,"801 E Main St, Radford, VA 24142, USA"
Regent University,7,36.8007899,-76.1928949,ChIJuQdWVcS9uokRnyQCr7DpjQc,"1000 Regent University Dr, Virginia Beach, VA 23464, USA"
Regis College,2,42.3510169,-71.3090972,ChIJlb8kt2aE44kRsEP24haFUfY,"235 Wellesley St, Weston, MA 02493, USA"
Regis University,1,39.7896087,-105.0302396,ChIJn4Xi_4mHa4cRMLmWCFl31Ao,"3333 Regis Blvd, Denver, CO 80221, USA"
Robert Morris University,1,40.5213461,-80.2127179,ChIJZ3giR75dNIgRRR4QRW_n17w,"6001 University Blvd, Moon Township, PA 15108, USA"
Rowan University,1,39.7099689,-75.1191932,ChIJFUBWdKjXxokRC7d5RH8CE1M,"201 Mullica Hill Rd, Glassboro, NJ 08028, USA"
Rush University,3,41.8734416,-87.6689797,ChIJaTrblhctDogRgv1MAUKdlG8,"1653 W Congress Pkwy #12, Chicago, IL 60612, USA"
Rutgers University,2,40.5017645,-74.44793419999999,ChIJfXAlvlTGw4kRhCHenlbrp8Y,"New Brunswick, NJ 08901, USA"
SANS Technology Institute,1,39.040754,-77.11080679999999,ChIJDxA9US_Nt4kRHa13KZdiHvM,"11200 Rockville Pike, Rockville, MD 20852, USA"
SUNY at Albany,3,42.6778439,-73.8266975,ChIJ2Tze8iYL3okRksr9kOJZxjs,"Suny at Albany, Guilderland, NY 12203, USA"
Saint Louis University,3,38.6358876,-90.23412309999999,ChIJZ6TnUqO02IcRJU0u1KVX9lk,"1 N Grand Blvd, St. Louis, MO 63103, USA"
Sam Houston State University,1,30.7151799,-95.5466174,ChIJTZS8s5cIR4YRfObmAxdML6g,"1905 University Ave, Huntsville, TX 77340, USA"
Samford University,8,33.4649218,-86.7913423,ChIJqeh3QA0ZiYgRPyFwN--p8Hs,"800 Lakeshore Dr, Homewood, AL 35229, USA"
San Jose State University,1,37.3351874,-121.8810715,ChIJ1UPeZLjMj4ARDjQ3GXL-fzk,"1 Washington Sq, San Jose, CA 95192, USA"
Saybrook University,2,34.1530332,-118.1521321,ChIJ516Vv1-AhYARG_d6vKBwCAU,"55 W Eureka St, Pasadena, CA 91103, USA"
Seton Hall University,2,40.7430841,-74.246082,ChIJy9Q41qGsw4kR57OBAyFV688,"400 S Orange Ave, South Orange Village, NJ 07079, USA"
Shri JJT University,1,28.176763,75.2455438,ChIJy5Rn5thDEzkRBjpaRHotR7M,"56GW+P63, Churu Road, Vidyanagari, Churela, Rajasthan 333010, India"
South Dakota Sate University,1,44.3191071,-96.78351819999999,ChIJ6dYH3_qiiYcRq09jmNaa46c,"1015 Campanile Ave, Brookings, SD 57007, USA"
South Dakota State University,1,44.3191071,-96.78351819999999,ChIJ6dYH3_qiiYcRq09jmNaa46c,"1015 Campanile Ave, Brookings, SD 57007, USA"
Southeastern University,2,28.0302029,-81.91796819999999,ChIJJV2gVQ4_3YgRtDmOv7lZXag,"1000 Longfellow Blvd, Lakeland, FL 33801, USA"
Southern Illinois University,6,37.7079717,-89.2229983,ChIJA_wI6TwSd4gR0zAAt4nEmJY,"Carbondale, IL 62901, USA"
Southern Illinois University Carbondale,1,37.7079717,-89.2229983,ChIJA_wI6TwSd4gR0zAAt4nEmJY,"Carbondale, IL 62901, USA"
"Southern Illinois University, Carbondale",1,37.7079717,-89.2229983,ChIJA_wI6TwSd4gR0zAAt4nEmJY,"Carbondale, IL 62901, USA"
Southern Methodist University,2,32.8412178,-96.78451749999999,ChIJFU7ARwSfToYRLlSZG7jKX8A,"Dallas, TX 75205, USA"
Southern New Hampshire University,2,43.0382166,-71.4493554,ChIJLWcsGJVF4okRnlf9v_TJ-Ro,"2500 N River Rd, Manchester, NH 03106, USA"
Southern Utah University,1,37.6764461,-113.0713001,ChIJfd_0871htYAR3Ee3JYI7pOg,"351 W University Blvd, Cedar City, UT 84720, USA"
Southwest Baptist University,2,37.5996797,-93.4094896,ChIJiazXa-W_xYcR3UL_DNoTa8k,"1600 University Ave, Bolivar, MO 65613, USA"
Southwestern College,2,32.6400996,-116.9978233,ChIJn-DmMZBP2YARlqY57F9xvjU,"900 Otay Lakes Rd, Chula Vista, CA 91910, USA"
St. Cloud State University,1,45.548639,-94.1515367,ChIJ7UudNHJgtFIR-HEH3x_g7mY,"720 4th Ave S, St Cloud, MN 56301, USA"
St. John's University,1,40.7201737,-73.79789079999999,ChIJ_6jZBP1gwokRpEiUKx2iUlE,"Address, 81-98 170th St, Jamaica, NY 11432, USA"
State University of New York at Albany,1,42.6842455,-73.8261034,ChIJNcvFFTsL3okRnp6AsL_tw8c,"1400 Washington Ave, Albany, NY 12222, USA"
Stetson University College of Law,1,27.7566725,-82.7179099,ChIJfa2_Vb_iwogRzEkd0h1yTIA,"1401 61st St S, Gulfport, FL 33707, USA"
Stevens Institute of Technology,1,40.744403,-74.0251573,ChIJTWpC695ZwokRloO5qV4pt1I,"1 Castle Point Terrace, Hoboken, NJ 07030, USA"
Stevenson University,1,39.4195499,-76.7802528,ChIJf4msIK0XyIkR9AmM6zFf69M,"Owings Mills, MD, USA"
Stony Brook University,2,40.90413849999999,-73.1237618,ChIJvzh05jM_6IkRhcy9aqUcTHM,"100 Nicolls Rd, Stony Brook, NY 11794, USA"
Strayer University,2,38.8016269,-77.08012339999999,ChIJhSwampixt4kRNk-04XADNSI,"2730 Eisenhower Ave, Alexandria, VA 22314, USA"
Syracuse University,2,43.0386502,-76.1336922,ChIJVcwsup_z2YkRTQhRUgaJYF4,"900 S Crouse Ave, Syracuse, NY 13244, USA"
Teachers College Columbia University,1,40.8101571,-73.9604571,ChIJJ4M-65n3wokR3gq5wjiqQ5k,"525 W 120th St, New York, NY 10027, USA"
Temple University,1,39.9811911,-75.1553563,ChIJDzmJJf-3xokR3i50d5pyWAU,"1801 N Broad St, Philadelphia, PA 19122, USA"
Texas A&M University,3,30.6186625,-96.3364251,ChIJAQDAM_eDRoYRyDvAuaS4R5c,"400 Bizzell St, College Station, TX 77840, USA"
Texas A&M University Commerce,2,33.2406645,-95.91041489999999,ChIJMyKWwSXGS4YR5KnMJcu1zUE,"2104 University Dr, Commerce, TX 75428, USA"
Texas Southern University,1,29.7214214,-95.35926909999999,ChIJgbfmvaa_QIYRK0s_xu9br2Y,"3100 Cleburne St, Houston, TX 77004, USA"
Texas State University,1,29.888411,-97.938351,ChIJ3yStNnCoXIYRkulAp54VF3E,"601 University Dr, San Marcos, TX 78666, USA"
Texas State University - San Marcos,1,29.888411,-97.938351,ChIJ3yStNnCoXIYRkulAp54VF3E,"601 University Dr, San Marcos, TX 78666, USA"
Texas Tech University,6,33.5844949,-101.8751391,ChIJR8ge8xPEQIYRSXiwt3SzLQU,"2500 Broadway W, Lubbock, TX 79409, USA"
Texas Woman's University,3,33.2272211,-97.12705199999999,ChIJYTdn0oXKTYYRHkAILqP-ojY,"304 Administration Dr, Denton, TX 76204, USA"
The Catholic University of America,1,38.9368811,-76.99869199999999,ChIJBadQTuXHt4kR_aRJlv1GKxY,"620 Michigan Ave NE, Washington, DC 20064, USA"
The Chicago School of Professional Psychology,1,41.8881532,-87.63371020000001,ChIJDSHRKLcsDogRDnZ718cjemM,"325 N Wells St, Chicago, IL 60654, USA"
Tiffin University,1,41.1196685,-83.1872281,ChIJnUS5HyDfO4gRsOnqA0Xnwis,"155 Miami St, Tiffin, OH 44883, USA"
Touro University,2,40.7566955,-73.9866995,ChIJwxdAKhFawokRGgiuL57deDQ,"3 Times Sq, New York, NY 10036, USA"
Trevecca Nazarene University,4,36.1425256,-86.7532686,ChIJteMO2w9mZIgRk0xzIIfxGYc,"333 Murfreesboro Pike, Nashville, TN 37210, USA"
Trident University,3,33.2786939,-111.8040692,ChIJW9LRW8Qu3YARads6x3YVO8k,"2200 E Germann Rd Suite 150, Chandler, AZ 85286, USA"
Trident University International,2,33.2786939,-111.8040692,ChIJW9LRW8Qu3YARads6x3YVO8k,"2200 E Germann Rd Suite 150, Chandler, AZ 85286, USA"
Troy University,2,31.80259259999999,-85.9571615,ChIJedLZw-XsjYgRn4N17d1Yec4,"600 University Ave, Troy, AL 36082, USA"
Tulane University,2,29.9407282,-90.12031669999999,ChIJb2UqgBClIIYREpD_Sj5oEak,"6823 St Charles Ave, New Orleans, LA 70118, USA"
Union Institute and University,2,44.2549165,-72.5682107,ChIJ7XylFPintUwRDLDcNpwxa8k,"62 Ridge St, Montpelier, VT 05602, USA"
University College Cork,1,51.893486,-8.492070499999999,ChIJI8O7gCOQREgRkVJeg_BLik0,"College Rd, University College, Cork, Ireland"
University at Albany,1,42.6842455,-73.8261034,ChIJNcvFFTsL3okRnp6AsL_tw8c,"1400 Washington Ave, Albany, NY 12222, USA"
"University at Albany, State University of New York",1,42.6842455,-73.8261034,ChIJNcvFFTsL3okRnp6AsL_tw8c,"1400 Washington Ave, Albany, NY 12222, USA"
University at Buffalo,1,42.999775,-78.7870456,ChIJi5sOAc5z04kRgrciX47w2sw,"134 Jacobs Hl, Buffalo, NY 14260, USA"
University of Advancing Technology,1,33.3777502,-111.9760175,ChIJf9_C318PK4cRfTJVlC4fz9k,"2625 W Baseline Rd, Tempe, AZ 85283, USA"
University of Akron,1,41.0753688,-81.5123424,ChIJbyeM79gpMYgRnELTRngZTwU,"302 E Buchtel Ave, Akron, OH 44325, USA"
University of Alabama,8,33.2114385,-87.5401002,ChIJuyDejJkChogREgmu26spDt8,"Tuscaloosa, AL 35487, USA"
University of Alabama at Birmingham,2,33.502086,-86.8051588,ChIJRxq4YekbiYgRS7BbCPlZxlE,"1720 University Blvd, Birmingham, AL 35294, USA"
University of Arizona,6,32.2318981,-110.9535407,ChIJTZpd7qpx1oYRZs9AZMBoWIw,"1200 E University Blvd, Tucson, AZ 85721, USA"
University of Arizona Global Campus,1,33.301001,-111.8418139,ChIJv_pbJ5Bj4ocR3zbG3wAPr7M,"180 S Arizona Ave Suite #301, Chandler, AZ 85225, USA"
University of Arkansas,2,36.0686895,-94.1748471,ChIJL_bwEOZuyYcRZyN-eDv5ohA,"Fayetteville, AR 72701, USA"
University of Arkansas Little Rock,1,34.7252717,-92.3378705,ChIJL_aUdFik0ocRvB5dKX0wEsE,"2801 S University Ave, Little Rock, AR 72204, USA"
University of Baltimore School of Law,1,39.305836,-76.615878,ChIJiyIVhZUEyIkR0ilX1fppySI,"1401 N Charles St, Baltimore, MD 21201, USA"
University of Buffalo,1,43.0018111,-78.78952389999999,ChIJnwQbJtJz04kRb_XET01paCg,"190 Founders Prom, Getzville, NY 14068, USA"
University of Calcutta,1,22.5750862,88.3629188,ChIJz187Ka13AjoRPVUBrMYqw1U,"87/1, College St, Calcutta University, College Square, Kolkata, West Bengal 700073, India"
University of California,1,37.8712141,-122.255463,ChIJwdcixRh3j4ARiTJrO-o0gNo,"Berkeley, CA, USA"
University of California - Irvine,1,33.6423814,-117.8416747,ChIJkb-SJQ7e3IAR7LfattDF-3k,"Irvine, CA 92697, USA"
University of California Davis,1,38.5382322,-121.7617125,ChIJP_qJdH_T6oARNIN-CCS7v-w,"1 Shields Ave, Davis, CA 95616, USA"
University of California Irvine,2,33.6423814,-117.8416747,ChIJkb-SJQ7e3IAR7LfattDF-3k,"Irvine, CA 92697, USA"
University of California San Diego,2,32.881168,-117.2343605,ChIJT69MQcQG3IARpz6Rifyqtu8,"9500 Gilman Dr, La Jolla, CA 92093, USA"
"University of California, Irvine",1,33.6423814,-117.8416747,ChIJkb-SJQ7e3IAR7LfattDF-3k,"Irvine, CA 92697, USA"
"University of California, Los Angeles",1,34.0699182,-118.4438495,ChIJZQ9c8IW8woARN0gTXFiTqSU,"Los Angeles, CA 90095, USA"
"University of California, Santa Barbara",2,34.4139629,-119.848947,ChIJN0sx82c_6YARws62XH5rlU4,"Santa Barbara, CA 93106, USA"
University of Cambridge,1,38.7945952,-106.5348379,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States
University of Central Florida,10,28.6024274,-81.2000599,ChIJX0kKal1o54gRq5vHs5Kb1V8,"4000 Central Florida Blvd, Orlando, FL 32816, USA"
University of Cincinnati,5,39.1329219,-84.51495039999999,ChIJJexly4qzQYgR_MXAgSe0SUI,"2600 Clifton Ave, Cincinnati, OH 45221, USA"
University of Colorado,5,40.0073499,-105.2659871,ChIJwR6cajTsa4cR2TH0qKTVKAM,"Boulder, CO 80309, USA"
University of Colorado Denver,1,39.7463596,-105.002342,ChIJ0y80fcV4bIcRlGBBOBQ0Kq4,"1201 Larimer St, Denver, CO 80204, USA"
University of Connecticut,2,41.81354150000001,-72.2452715,ChIJC-MFejmK5okR6oVsKUtvbLI,"352 Mansfield Rd, Storrs, CT 06269, USA"
University of Dallas,1,32.8462507,-96.9196041,ChIJBbyDadOCToYRhUJB-9eSsMY,"1845 E Northgate Dr, Irving, TX 75062, USA"
University of Delaware,3,39.6809151,-75.7523313,ChIJpelbVi6qx4kRceNYY0T-LsA,"210 S College Ave, Newark, DE 19716, USA"
University of Denver,2,39.6748442,-104.9652808,ChIJ6wsSaDx-bIcRKEQZYbJuSRA,"University, Denver, CO 80210, USA"
University of Fairfax,2,37.2997396,-80.0234938,ChIJNQs-ZhkMTYgR-ESorfUEBLs,"1813 E Main St, Salem, VA 24153, USA"
University of Florida,5,29.6465428,-82.3533266,ChIJdZLk-wyj6IgRhpg9FN7gbyA,"Gainesville, FL 32611, USA"
University of Georgia,3,33.9423394,-83.37242420000001,ChIJv6b7OGAT9ogRdO9Au2idhN8,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
University of Hartford,2,41.7984942,-72.7138039,ChIJv3VY6jWr54kRF9vsAZnO8n4,"200 Bloomfield Ave, West Hartford, CT 06117, USA"
University of Houston,6,29.7204627,-95.34293190000001,ChIJmaG-jlq-QIYR50eCyn44nww,"4302 University Dr, Houston, TX 77004, USA"
University of Idaho,4,46.7288124,-117.0126084,ChIJ45eZeIYnoFQRbM2P2RtBZY8,"875 Perimeter Dr, Moscow, ID 83844, USA"
University of Illinois,2,40.1019523,-88.2271615,ChIJ6VUmqSTXDIgR-iZoBCUFPKU,"Champaign, IL, USA"
University of Illinois Chicago,1,41.8686034,-87.6484377,ChIJu8KXH-AsDogR3Nzbopo-A6Y,"1200 W Harrison St, Chicago, IL 60607, USA"
University of Illinois Springfield,1,39.7305338,-89.6176711,ChIJbaYhxwY8dYgR9Ur98QmTtSM,"One University Plaza, Springfield, IL 62703, USA"
University of Illinois at Chicago,5,41.8686034,-87.6484377,ChIJu8KXH-AsDogR3Nzbopo-A6Y,"1200 W Harrison St, Chicago, IL 60607, USA"
University of Illinois at Urbana-Champaign,2,40.1019523,-88.2271615,ChIJ6VUmqSTXDIgR-iZoBCUFPKU,"Champaign, IL, USA"
"University of Illinois, Urbana",1,40.1019523,-88.2271615,ChIJ6VUmqSTXDIgR-iZoBCUFPKU,"Champaign, IL, USA"
"University of Illinois, Urbana-Champaign",1,40.1019523,-88.2271615,ChIJ6VUmqSTXDIgR-iZoBCUFPKU,"Champaign, IL, USA"
University of Indianapolis,3,39.70957689999999,-86.13466919999999,ChIJIVAV5apba4gRx0uKXDFS38M,"1400 E Hanna Ave, Indianapolis, IN 46227, USA"
University of Iowa,6,41.66270780000001,-91.5549771,ChIJ__-_SfJB5IcRYTLnsT_j0Us,"Iowa City, IA 52242, USA"
University of Kansas,2,38.9543439,-95.2557961,ChIJc9ao8zJvv4cRKIIjqyFOcVM,"1450 Jayhawk Blvd, Lawrence, KS 66045, USA"
University of Kentucky,5,38.0306511,-84.5039697,ChIJZQxUxbZEQogRZ0KY7kqd_44,"Lexington, KY 40506, USA"
University of LaVerne,1,34.1002277,-117.7715774,ChIJ4b2qp00uw4ARfepBep1ZQ8E,"1950 3rd St, La Verne, CA 91750, USA"
University of Liverpool,1,53.40478239999999,-2.965299,ChIJV0GfmRkhe0gRto83aIXSpC0,"Foundation Building, Brownlow Hill, Liverpool L69 7ZX, UK"
University of Louisiana,1,30.211991,-92.019914,ChIJ9Rf3zpKcJIYRvduCalQ1hPM,"104 E University Ave, Lafayette, LA 70504, USA"
University of Louisiana Monroe,2,32.5313471,-92.068744,ChIJQ3ItlgdGLoYRZjwJ-xxiLws,"700 University Ave, Monroe, LA 71209, USA"
University of Louisiana at Lafayette,1,30.211991,-92.019914,ChIJ9Rf3zpKcJIYRvduCalQ1hPM,"104 E University Ave, Lafayette, LA 70504, USA"
University of Louisiana at Monroe,1,32.5313471,-92.068744,ChIJQ3ItlgdGLoYRZjwJ-xxiLws,"700 University Ave, Monroe, LA 71209, USA"
University of Louisville,1,38.2157954,-85.7614322,ChIJpcReaGYNaYgRU4n5sTByKDY,"2301 S 3rd St, Louisville, KY 40292, USA"
University of Maryland,2,38.9869183,-76.9425543,ChIJq6qaPr3Gt4kRmtrkpd2LjtQ,"College Park, MD 20742, USA"
University of Maryland Baltimore County,1,39.2553955,-76.7106829,ChIJy0u8mrUdyIkRPUDbqk2bEQc,"1000 Hilltop Cir, Baltimore, MD 21250, USA"
University of Maryland University College,3,38.9864552,-76.95399309999999,ChIJDZqcNo7Gt4kRHeOmxKShUiI,"3501 University Blvd E, Adelphi, MD 20783, USA"
University of Massachusetts Amherst,2,42.38655809999999,-72.5314278,ChIJZfjw5HPS5okRBY4UiWBY1qA,"300 Massachusetts Ave, Amherst, MA 01003, USA"
University of Memphis,5,35.119881,-89.93745190000001,ChIJuUWRH7GGf4gR02q9z8MFJEk,"3720 Alumni Ave, Memphis, TN 38152, USA"
University of Miami,1,25.7173947,-80.2781262,ChIJfTjGHwK42YgRzjHwQarPwDg,"1320 S Dixie Hwy, Coral Gables, FL 33146, USA"
University of Michigan,1,42.277145,-83.7382071,ChIJARfe5ziuPIgR45fpeFFOoVs,"500 S State St, Ann Arbor, MI 48109, USA"
University of Michigan Dearborn,1,42.31763429999999,-83.2320299,ChIJTwADdHQ1O4gRWHcjTefsvDc,"4901 Evergreen Rd, Dearborn, MI 48128, USA"
University of Minnesota,2,44.97399,-93.2277285,ChIJ_8cK92kts1IReJnfUqEXEuM,"Minneapolis, MN 55455, USA"
University of Minnesota - Twin Cities,1,44.9753541,-93.2330739,ChIJ9RzqMhQts1IRxoP6F31_DO0,"University of Minnesota - Twin Cities, Minneapolis, MN, USA"
University of Minnesota Duluth,2,46.8195917,-92.0831108,ChIJRQGCgSatr1IRjuusDnsdXWU,"1303 Ordean Ct, Duluth, MN 55812, USA"
University of Missouri,7,38.9403808,-92.32773750000001,ChIJOYftBZW33IcRSPsHnDIFg8E,"Columbia, MO 65211, USA"
University of Missouri - Kansas City,1,39.0333035,-94.577545,ChIJ856Hn5DvwIcRyBVAa2NC8JM,"5000 Holmes St, Kansas City, MO 64110, USA"
University of Missouri - St Louis,1,38.7092187,-90.3083223,ChIJH101H_M134cRrGJtadYdKuc,"1 University Blvd, St. Louis, MO 63121, USA"
University of Missouri St. Louis,1,38.7092187,-90.3083223,ChIJH101H_M134cRrGJtadYdKuc,"1 University Blvd, St. Louis, MO 63121, USA"
University of Montana,1,46.8619309,-113.9845969,ChIJyxWY8TPMXVMRv5rKRoVrKZw,"32 Campus Dr, Missoula, MT 59812, USA"
University of Nebraska,3,40.8201966,-96.70047629999999,ChIJvc2mUKe-locRjztC-SI8jV0,"1400 R St, Lincoln, NE 68588, USA"
University of Nebraska at Omaha,1,41.2580268,-96.010696,ChIJ-5r4wLuNk4cRT3hXWKWmvk0,"6001 Dodge St, Omaha, NE 68182, USA"
University of Nevada,1,39.5485651,-119.8156924,ChIJH9FLh9dGmYARGNb-koliheM,"1664 N Virginia St, Reno, NV 89557, USA"
University of Nevada Las Vegas,4,36.107496,-115.1435252,ChIJX-B-mQHFyIARxkJvHMEXgeM,"4505 S Maryland Pkwy, Las Vegas, NV 89154, USA"
University of New England,1,43.4582904,-70.3865402,ChIJhW93xEemskwRSnsYydkDJ0w,"11 Hills Beach Rd, Biddeford, ME 04005, USA"
University of New Hampshire,1,43.138948,-70.9370252,ChIJgW7jELyT4okRNrwKS0kIoT0,"105 Main St, Durham, NH 03824, USA"
University of New Orleans,1,30.0273134,-90.0680105,ChIJjeKZgi-pIIYR7TriS8y_I-I,"2000 Lakeshore Dr, New Orleans, LA 70148, USA"
University of North Carolina Chapel Hill,1,35.9049122,-79.0469134,ChIJ66oXy9LCrIkR4OCXZJfwO7M,"Chapel Hill, NC, USA"
University of North Carolina Greensboro,2,36.0689296,-79.8101976,ChIJl8BtURUZU4gRp5s1sVp3G6Q,"1400 Spring Garden St, Greensboro, NC 27412, USA"
University of North Carolina Wilmington,4,34.223874,-77.8696036,ChIJ3T69k_r0qYkRht53ow86K4U,"601 College Rd, Wilmington, NC 28403, USA"
University of North Carolina at Chapel Hill,2,35.9049122,-79.0469134,ChIJ66oXy9LCrIkR4OCXZJfwO7M,"Chapel Hill, NC, USA"
University of North Carolina at Charlotte,2,35.3074169,-80.73521219999999,ChIJVyOp0BocVIgR8yST8fdnP2s,"9201 University City Blvd, Charlotte, NC 28223, USA"
University of North Dakota,3,47.922891,-97.0768014,ChIJOybkamqBxlIRvjTIdOflCsw,"Grand Forks, ND 58202, USA"
University of North Florida,3,30.2661204,-81.50723140000001,ChIJU2DTHbRK5IgRUr0uDAtS8Pw,"1 UNF Dr., Jacksonville, FL 32224, USA"
University of North Texas,2,33.207488,-97.1525862,ChIJyY815HPKTYYRCmlH-kWfvQs,"1155 Union Cir, Denton, TX 76205, USA"
University of Northern Colorado,3,40.4027669,-104.700274,ChIJizSkwJqhbocRR7m-nM0r8ww,"501 W 20th St, Greeley, CO 80639, USA"
University of Notre Dame,1,41.7051917,-86.2351655,ChIJzTX8a1fNFogRt9mfZcvjK1o,"Holy Cross Dr, Notre Dame, IN 46556, USA"
University of Oklahoma,3,35.1987162,-97.4448963,ChIJu1B_5itosocRVB4EKYPPvko,"660 Parrington Oval, Norman, OK 73019, USA"
University of Phoenix,34,33.4113576,-112.0128352,ChIJLXqzSDgPK4cRpGaQ4KXbIrU,"4025 S Riverpoint Pkwy, Phoenix, AZ 85040, USA"
University of Pittsburgh,5,40.4444842,-79.9612831,ChIJH_Fa2SvyNIgRD60jDbYZ4VI,"4200 Fifth Ave, Pittsburgh, PA 15260, USA"
University of Redlands,1,34.0627062,-117.1632608,ChIJ4bbRzfJV24ARI6NJUAdlTc8,"1200 E Colton Ave, Redlands, CA 92373, USA"
University of Sarasota,1,27.3918952,-82.56282800000001,ChIJ7aqe730Vw4gRuAmSXmnkltk,"8350 N Tamiami Trl, Sarasota, FL 34243, USA"
University of South Alabama,2,30.6959406,-88.184236,ChIJyaTxdo2ym4gRJSXKvDgn710,"307 N University Blvd, Mobile, AL 36688, USA"
University of South Carolina,9,33.9937575,-81.0299186,ChIJG6ayLCi7-IgRTvV4IVRzvXg,"Columbia, SC 29208, USA"
University of South Carolina-Columbia,1,33.9937575,-81.0299186,ChIJG6ayLCi7-IgRTvV4IVRzvXg,"Columbia, SC 29208, USA"
University of South Dakota,3,42.7883015,-96.92533809999999,ChIJK45pYYlPjocRrGkM6HOVjHw,"414 E Clark St, Vermillion, SD 57069, USA"
University of South Florida,6,28.0622334,-82.4135057,ChIJ0__Gw77HwogRapBRXB509LE,"4202 E Fowler Ave, Tampa, FL 33620, USA"
University of Southern California,2,34.0223519,-118.285117,ChIJ7aVxnOTHwoARxKIntFtakKo,"Los Angeles, CA 90007, USA"
University of Southern Indiana,1,37.961764,-87.6774102,ChIJc1S25M7ScYgRzQ1gMnNAqQI,"8600 University Blvd, Evansville, IN 47712, USA"
University of Southern Mississippi,4,31.325997,-89.3320146,ChIJ11wV3pfenIgREh-jedFnSLs,"118 College Dr, Hattiesburg, MS 39406, USA"
University of St. Francis,2,41.5332096,-88.09758579999999,ChIJgYisoDFhDogRjj5Sormv5cU,"500 Wilcox St, Joliet, IL 60435, USA"
University of Stirling,1,56.146092,-3.9177579,ChIJ001rYO1iiEgRBT2mfmDCHNA,"Stirling FK9 4LA, UK"
University of Sunderland,1,54.9044161,-1.3811746,ChIJn3Pwii1hfkgRwwN_AX1unXQ,"Sunderland, UK"
University of Tampa,1,27.9468757,-82.46722659999999,ChIJ90AFeYbEwogR2VUs2R8iu0s,"401 W Kennedy Blvd, Tampa, FL 33606, USA"
University of Tennessee,7,35.9544013,-83.92945639999999,ChIJIW9KquAXXIgRTCm1SKcUSQo,"Knoxville, TN 37996, USA"
University of Tennessee Health Science Center,1,35.1408087,-90.03061609999999,ChIJ5b-gn2R-1YcRkDYdCuviBiM,"920 Madison Ave, Memphis, TN 38163, USA"
University of Texas,4,30.2850284,-97.7335226,ChIJt8-EJZu1RIYR3iFKF0_uMYE,"2515 Speedway, Austin, TX 78712, USA"
University of Texas Arlington,5,32.7292117,-97.11519709999999,ChIJTVbJq219ToYRarfIhLC-XGw,"701 S Nedderman Dr, Arlington, TX 76019, USA"
University of Texas Health Science Center,1,29.7029537,-95.4031995,ChIJrYUqx3LAQIYRaIkQm5BzMPs,"7000 Fannin St, Houston, TX 77030, USA"
University of Texas Medical Branch,1,29.3116372,-94.7775436,ChIJ8cALvzeeP4YRLPh4UfvffEU,"301 University Blvd, Galveston, TX 77555, USA"
